,ParentEduc,TestPrep,WklyStudyHours,ReadingScore,WritingScore,MathScore
18683,3,1,2,56,46,61
18684,2,1,2,73,76,61
18685,3,1,2,45,45,46
18686,1,2,1,66,69,54
18687,5,1,2,94,93,85
18688,4,1,2,66,57,60
18689,3,2,1,60,61,62
18690,1,1,2,37,32,22
18691,1,2,2,81,82,72
18692,1,2,3,77,78,66
18693,5,2,2,96,100,85
18694,1,2,2,56,68,61
18695,4,1,2,60,56,53
18696,3,2,1,72,70,65
18697,2,1,1,49,50,53
18698,5,1,1,68,65,64
18699,3,1,2,48,39,50
18700,1,2,2,68,69,72
18701,4,1,1,77,76,83
18702,1,1,1,53,47,57
18703,5,1,2,71,72,84
18704,3,1,1,77,74,67
18705,3,1,2,92,92,81
18706,1,1,2,67,66,68
18707,2,2,2,50,54,57
18708,1,2,2,96,97,97
18709,4,1,2,65,64,71
18710,3,2,2,78,74,71
18711,5,2,2,57,51,47
18712,1,1,2,65,59,55
18713,2,1,2,65,67,66
18714,3,2,1,75,76,84
18715,2,1,2,42,48,45
18716,1,2,1,54,59,61
18717,3,1,3,71,65,62
18718,1,1,2,59,56,60
18719,2,1,1,55,49,54
18720,6,1,2,73,73,58
18721,5,2,3,71,77,66
18722,5,1,1,71,69,64
18723,3,1,1,55,55,61
18724,2,1,1,64,64,58
18725,2,1,3,65,62,74
18726,1,1,2,53,46,44
18727,2,1,2,82,72,76
18728,1,2,1,76,67,64
18729,6,1,2,65,66,65
18730,1,2,3,49,54,43
18731,1,1,2,56,55,69
18732,2,2,1,68,63,54
18733,2,2,2,96,98,85
18734,5,2,1,90,91,73
18735,3,1,1,69,66,48
18736,4,1,2,54,50,47
18737,2,1,3,87,83,89
18738,1,1,2,75,73,75
18739,3,1,3,52,44,36
18740,3,1,1,81,72,73
18741,4,2,1,67,72,84
18742,5,1,1,97,98,89
18743,3,1,2,66,64,65
18744,3,2,2,75,80,74
18745,1,2,1,82,88,83
18746,3,2,2,82,83,70
18747,1,2,2,74,73,63
18748,1,2,2,57,60,32
18749,4,1,2,69,62,73
18750,3,1,2,61,59,47
18751,4,1,3,68,67,74
18752,3,2,1,92,97,90
18753,1,1,2,53,58,60
18754,6,2,1,100,100,86
18755,6,1,2,63,61,63
18756,4,1,3,91,83,84
18757,3,1,2,40,33,25
18758,1,1,3,37,29,43
18759,3,2,1,58,60,47
18760,3,2,1,88,84,97
18761,5,1,1,38,32,32
18762,3,1,1,84,78,76
18763,4,1,3,61,61,64
18764,5,1,3,76,71,67
18765,4,1,1,53,50,45
18766,2,1,2,29,42,57
18767,2,1,2,77,76,66
18768,5,2,3,89,94,95
18769,1,1,2,50,46,56
18770,3,1,2,73,67,69
18771,5,1,2,82,83,75
18772,4,1,2,71,74,59
18773,2,1,3,66,70,53
18774,3,1,1,79,77,78
18775,4,1,1,58,54,50
18776,2,1,2,73,73,75
18777,1,1,2,53,54,39
18778,4,1,3,76,74,66
18779,6,1,2,72,75,75
18780,1,1,2,91,99,89
18781,5,1,2,61,60,55
18782,6,1,2,77,78,67
18783,2,2,2,98,96,78
18784,1,1,1,62,58,68
18785,1,2,1,86,92,96
18786,4,1,2,53,57,43
18787,5,1,2,64,75,81
18788,2,1,2,96,90,89
18789,6,1,2,73,68,73
18790,3,1,2,48,49,52
18791,2,1,2,67,53,68
18792,5,2,1,67,65,59
18793,2,2,1,82,79,76
18794,2,1,2,49,50,60
18795,3,2,1,77,74,71
18796,2,1,2,73,74,83
18797,3,1,2,53,47,49
18798,3,2,3,66,73,54
18799,3,1,2,66,66,46
18800,1,1,2,62,58,71
18801,3,1,2,84,77,64
18802,2,2,2,54,55,58
18803,2,1,2,89,84,80
18804,1,2,1,69,73,72
18805,4,1,1,60,61,55
18806,4,1,3,63,61,75
18807,1,1,2,66,64,64
18808,3,2,2,80,86,69
18809,4,2,1,68,75,64
18810,3,1,1,71,60,72
18811,2,1,1,82,78,93
18812,3,2,3,57,65,48
18813,4,2,2,79,78,84
18814,2,1,2,69,68,50
18815,3,1,3,67,66,58
18816,5,2,2,62,63,62
18817,4,1,2,74,74,65
18818,5,1,1,38,42,25
18819,5,1,3,81,80,71
18820,3,2,1,83,90,83
18821,5,1,2,78,74,89
18822,4,1,2,84,71,66
18823,3,1,2,61,64,74
18824,4,2,2,69,67,64
18825,1,1,1,70,66,64
18826,4,1,1,90,86,70
18827,3,2,2,89,80,75
18828,4,2,3,80,79,78
18829,3,1,2,56,55,72
18830,4,1,3,93,93,90
18831,4,2,3,94,100,89
18832,3,1,1,81,83,79
18833,2,1,2,55,50,35
18834,4,1,2,65,67,48
18835,5,1,2,62,66,74
18836,4,1,2,59,53,61
18837,1,2,1,71,63,64
18838,3,2,1,86,82,80
18839,6,1,1,60,66,67
18840,3,1,2,31,33,42
18841,2,2,2,78,84,65
18842,1,1,2,60,60,52
18843,5,1,2,56,48,55
18844,6,1,1,54,49,51
18845,5,1,2,58,67,62
18846,3,2,1,78,79,71
18847,3,1,3,43,38,42
18848,3,1,1,80,81,64
18849,3,1,1,50,47,56
18850,2,1,2,61,61,51
18851,3,2,2,78,72,61
18852,2,1,2,55,50,51
18853,1,2,2,61,61,62
18854,6,1,1,78,78,69
18855,2,1,3,80,79,88
18856,1,2,2,38,35,34
18857,2,1,2,69,67,63
18858,6,1,2,47,49,50
18859,6,1,1,54,50,56
18860,4,2,1,86,85,63
18861,6,2,1,76,83,68
18862,3,2,1,23,20,14
18863,2,2,1,57,66,71
18864,5,2,2,70,79,55
18865,3,1,2,53,54,40
18866,3,1,2,77,77,88
18867,2,2,2,76,80,79
18868,1,2,3,97,99,100
18869,1,1,2,76,68,79
18870,1,1,2,66,72,55
18871,2,1,1,48,43,32
18872,2,1,3,65,60,54
18873,4,1,2,73,70,69
18874,4,2,3,77,74,67
18875,5,1,3,72,70,82
18876,2,1,1,59,56,50
18877,2,1,2,77,68,74
18878,2,1,2,66,56,56
18879,2,1,3,53,47,67
18880,4,1,2,60,60,49
18881,1,1,2,77,74,63
18882,6,1,3,48,43,65
18883,6,1,2,57,57,50
18884,3,2,1,80,72,70
18885,5,2,2,63,67,67
18886,2,2,2,64,58,58
18887,6,2,1,70,70,62
18888,1,2,2,52,61,47
18889,3,2,2,70,75,69
18890,3,2,2,43,47,53
18891,2,2,2,57,63,49
18892,2,2,3,82,81,83
18893,1,2,1,78,75,61
18894,3,2,2,68,71,70
18895,2,1,2,73,72,80
18896,1,1,1,37,35,37
18897,3,1,1,78,74,75
18898,5,2,3,85,84,79
18899,4,1,2,58,53,54
18900,3,1,1,50,53,51
18901,3,2,3,55,58,49
18902,4,1,2,69,60,58
18903,2,2,3,83,86,82
18904,1,1,2,70,68,57
18905,1,2,2,67,69,56
18906,4,1,1,83,84,83
18907,1,2,3,84,78,83
18908,2,1,2,45,46,49
18909,4,1,2,74,82,87
18910,2,2,1,65,68,60
18911,4,1,3,72,66,70
18912,2,1,3,74,70,63
18913,2,1,1,50,56,44
18914,4,1,1,74,68,78
18915,3,1,2,88,85,72
18916,1,1,2,48,48,55
18917,3,1,1,56,58,50
18918,2,1,2,94,86,84
18919,3,1,2,82,73,81
18920,5,2,2,91,90,91
18921,1,1,2,59,62,54
18922,5,1,2,89,87,80
18923,2,1,3,74,66,81
18924,4,1,2,67,64,68
18925,5,1,3,70,68,81
18926,4,1,1,75,63,74
18927,5,1,1,66,59,50
18928,4,2,2,74,72,77
18929,2,1,2,68,61,52
18930,4,2,2,56,60,45
18931,2,1,2,40,45,35
18932,4,1,2,55,44,48
18933,4,2,2,85,79,77
18934,2,1,2,43,37,48
18935,3,2,3,78,82,66
18936,1,1,2,43,45,46
18937,6,1,2,70,66,72
18938,2,2,2,89,88,79
18939,3,1,2,63,60,63
18940,4,2,2,91,94,82
18941,3,1,2,68,65,69
18942,3,1,2,94,88,82
18943,2,1,2,59,54,62
18944,1,1,2,97,97,94
18945,3,1,2,53,57,59
18946,2,1,1,45,42,41
18947,2,2,3,54,57,66
18948,5,1,1,51,50,46
18949,4,1,3,84,72,89
18950,3,2,1,75,77,65
18951,4,2,2,60,61,60
18952,5,2,3,73,74,68
18953,1,1,2,62,58,61
18954,5,2,1,83,85,73
18955,4,1,2,82,80,69
18956,3,1,2,74,69,66
18957,4,2,2,65,69,59
18958,2,1,2,92,82,69
18959,5,2,1,90,98,80
18960,1,1,3,44,44,54
18961,3,2,1,77,84,75
18962,5,1,3,48,49,35
18963,1,1,2,67,65,64
18964,4,2,2,71,70,74
18965,4,1,1,80,79,63
18966,3,1,2,66,67,56
18967,1,2,2,80,77,68
18968,4,1,2,61,60,59
18969,2,1,2,69,70,82
18970,4,2,2,80,80,86
18971,4,1,1,80,81,82
18972,2,2,1,70,66,46
18973,1,2,1,61,66,60
18974,5,1,2,58,56,51
18975,2,1,2,64,62,64
18976,3,1,1,59,60,59
18977,2,1,1,82,76,77
18978,4,2,1,71,74,68
18979,2,1,2,80,79,74
18980,3,1,3,93,93,88
18981,2,2,2,46,42,58
18982,2,1,3,56,46,49
18983,1,1,2,65,59,45
18984,6,1,3,80,86,83
18985,1,1,2,67,58,68
18986,1,2,3,53,60,64
18987,4,1,1,77,67,78
18988,1,2,1,82,87,88
18989,3,2,3,77,80,71
18990,1,2,2,82,77,71
18991,4,1,1,59,58,36
18992,3,1,2,89,86,83
18993,3,1,3,55,51,42
18994,2,2,2,74,78,65
18995,2,2,1,60,56,57
18996,3,1,2,90,89,85
18997,1,2,2,66,70,50
18998,3,1,3,77,83,79
18999,2,1,1,83,79,77
19000,4,2,2,68,77,64
19001,4,1,1,65,67,59
19002,5,2,2,74,74,65
19003,2,1,2,61,61,54
19004,2,1,1,74,68,62
19005,3,2,2,93,91,71
19006,2,1,2,61,53,66
19007,1,1,2,92,78,94
19008,2,1,2,81,79,89
19009,2,1,2,44,43,47
19010,4,1,1,68,65,71
19011,5,2,2,78,78,54
19012,1,1,1,77,69,62
19013,4,2,2,99,100,96
19014,2,2,2,76,72,73
19015,1,1,3,67,69,71
19016,3,1,1,88,84,89
19017,5,1,1,63,62,58
19018,2,1,2,50,55,54
19019,4,1,3,86,92,90
19020,3,2,3,68,69,50
19021,1,1,2,30,30,29
19022,5,1,2,76,72,70
19023,1,2,1,76,66,67
19024,4,2,1,53,56,47
19025,4,1,2,70,63,73
19026,1,1,1,68,62,53
19027,5,1,2,70,68,72
19028,2,2,2,58,54,47
19029,5,1,1,69,59,63
19030,5,1,2,87,88,74
19031,3,2,3,90,100,84
19032,3,2,3,79,78,80
19033,4,1,2,55,47,53
19034,5,2,2,55,51,58
19035,5,2,1,89,93,81
19036,4,2,2,82,80,68
19037,3,2,2,79,82,73
19038,2,1,2,32,36,36
19039,3,1,2,58,59,61
19040,1,2,3,79,81,89
19041,2,1,2,65,57,63
19042,5,1,2,84,85,75
19043,1,1,2,57,52,46
19044,1,1,2,60,50,59
19045,3,1,3,89,87,79
19046,3,1,1,71,71,64
19047,5,1,2,65,58,70
19048,5,1,1,59,61,46
19049,4,1,3,58,52,43
19050,3,1,2,65,66,42
19051,3,2,2,64,71,68
19052,4,1,3,57,46,51
19053,5,1,1,60,50,68
19054,3,1,3,76,83,74
19055,2,1,3,62,61,63
19056,2,2,2,63,64,52
19057,2,1,1,33,29,34
19058,3,2,2,58,61,44
19059,5,1,2,75,72,66
19060,2,1,2,55,57,65
19061,5,2,3,80,85,86
19062,5,2,2,58,57,42
19063,4,1,2,77,73,56
19064,4,2,2,77,78,75
19065,4,1,2,82,84,75
19066,3,1,2,61,66,54
19067,1,1,2,62,60,70
19068,3,1,1,89,85,79
19069,6,1,1,88,85,76
19070,2,1,2,93,90,83
19071,2,1,1,69,66,63
19072,5,1,1,65,66,58
19073,3,1,2,60,62,53
19074,2,1,1,63,65,51
19075,4,1,1,59,62,63
19076,3,1,1,70,64,65
19077,2,1,1,51,48,34
19078,5,2,1,61,58,65
19079,3,1,2,53,57,46
19080,3,2,3,58,72,54
19081,3,1,1,69,78,60
19082,2,1,2,76,77,87
19083,6,1,1,79,82,76
19084,2,2,1,81,85,69
19085,1,1,2,61,57,46
19086,1,2,2,54,57,42
19087,2,2,2,62,57,58
19088,5,2,3,71,75,65
19089,6,1,3,93,92,100
19090,4,1,3,81,78,84
19091,1,1,2,30,25,29
19092,2,1,2,79,75,66
19093,3,2,1,79,82,80
19094,3,1,2,95,87,84
19095,2,1,3,63,59,58
19096,1,1,2,66,62,49
19097,3,2,2,75,73,85
19098,4,1,2,55,55,57
19099,3,2,1,88,88,85
19100,3,2,3,52,61,54
19101,6,1,1,58,61,62
19102,3,2,1,51,49,51
19103,3,1,2,86,87,93
19104,2,1,3,48,40,41
19105,3,1,1,72,73,79
19106,1,1,2,68,66,60
19107,4,1,2,70,70,62
19108,3,2,2,75,74,62
19109,4,1,2,69,65,76
19110,1,1,2,75,65,75
19111,3,1,1,53,48,36
19112,5,2,2,72,78,63
19113,1,1,1,35,34,30
19114,3,2,2,100,100,93
19115,4,1,2,80,79,71
19116,1,2,2,51,55,66
19117,2,2,3,66,67,52
19118,5,1,3,71,71,76
19119,3,2,3,66,62,60
19120,3,1,3,88,71,86
19121,3,2,2,62,58,61
19122,4,1,3,74,85,83
19123,4,2,3,89,90,83
19124,3,2,2,80,86,89
19125,3,2,1,64,66,55
19126,5,1,2,55,48,44
19127,1,1,2,84,86,73
19128,1,1,1,48,44,41
19129,3,2,3,89,88,84
19130,4,1,2,100,100,91
19131,3,1,2,65,67,78
19132,6,1,2,84,94,73
19133,3,2,1,45,45,35
19134,4,1,1,89,81,81
19135,2,2,1,92,89,99
19136,1,2,3,80,77,65
19137,2,1,2,73,67,73
19138,1,1,2,50,51,41
19139,1,2,2,64,64,54
19140,6,1,1,95,93,96
19141,5,2,3,93,100,93
19142,2,1,2,77,66,75
19143,4,2,1,85,82,73
19144,6,1,2,70,68,83
19145,3,1,2,56,55,63
19146,6,1,2,60,65,76
19147,3,1,2,65,59,67
19148,2,1,2,40,39,45
19149,1,1,2,90,92,85
19150,3,1,3,87,86,72
19151,4,1,2,65,67,68
19152,1,1,2,39,37,28
19153,5,1,1,96,95,88
19154,5,1,2,75,65,74
19155,5,1,2,65,70,64
19156,2,1,2,83,81,77
19157,5,2,3,86,87,90
19158,5,2,3,96,98,95
19159,5,2,2,71,77,79
19160,2,1,2,54,53,54
19161,5,1,2,81,72,85
19162,4,2,3,62,64,62
19163,2,1,1,62,63,61
19164,3,1,1,70,73,72
19165,5,1,2,55,57,69
19166,5,2,3,63,70,59
19167,5,2,2,46,39,38
19168,5,2,2,64,67,67
19169,3,1,1,63,64,75
19170,4,1,1,56,53,50
19171,3,2,2,61,60,49
19172,2,2,1,47,48,34
19173,2,1,3,72,77,85
19174,5,1,1,84,83,79
19175,3,2,1,86,83,78
19176,2,1,1,65,61,64
19177,3,2,1,72,72,50
19178,4,1,2,47,49,35
19179,1,1,2,82,79,72
19180,2,1,2,33,34,23
19181,3,1,2,51,49,52
19182,3,1,2,75,69,64
19183,1,2,2,87,96,89
19184,2,1,2,48,49,51
19185,3,1,2,84,83,73
19186,4,1,2,43,43,40
19187,2,1,2,77,72,80
19188,2,1,2,77,78,93
19189,3,2,1,67,68,63
19190,3,1,1,70,66,64
19191,1,1,2,79,69,75
19192,3,1,2,87,95,98
19193,1,1,2,51,45,56
19194,4,1,2,73,69,55
19195,5,1,3,56,59,58
19196,4,1,1,71,58,60
19197,3,1,2,60,52,57
19198,3,2,2,67,72,53
19199,3,1,3,67,63,80
19200,1,1,2,71,72,66
19201,3,1,3,35,33,30
19202,4,1,2,49,46,47
19203,6,1,3,81,80,82
19204,1,1,1,61,54,58
19205,2,1,2,69,69,65
19206,3,1,3,87,79,95
19207,2,1,2,54,56,59
19208,2,1,2,71,73,72
19209,3,1,3,75,79,65
19210,3,2,2,83,79,73
19211,4,1,2,69,69,80
19212,4,1,2,67,61,65
19213,5,1,1,68,66,62
19214,3,2,2,75,72,58
19215,3,1,2,66,62,61
19216,3,1,2,58,58,67
19217,6,1,1,88,79,71
19218,1,2,2,74,76,72
19219,4,2,2,76,76,57
19220,6,1,2,70,69,58
19221,1,2,2,68,73,72
19222,2,1,2,73,67,84
19223,1,1,2,57,53,61
19224,4,2,2,53,51,46
19225,1,1,3,87,84,81
19226,3,1,2,68,67,63
19227,6,2,2,65,66,63
19228,3,2,2,69,63,66
19229,5,2,2,42,45,39
19230,2,2,2,68,74,59
19231,4,1,2,51,46,44
19232,1,2,2,45,51,44
19233,2,2,3,77,73,85
19234,2,1,2,79,79,69
19235,5,1,1,83,81,56
19236,3,1,3,65,55,73
19237,5,1,2,70,68,82
19238,3,1,2,66,53,60
19239,3,2,3,63,65,60
19240,4,1,2,70,62,62
19241,1,2,3,71,70,56
19242,4,1,1,58,55,62
19243,2,1,2,63,59,60
19244,5,1,3,87,82,79
19245,4,2,1,50,51,46
19246,4,2,3,79,85,74
19247,4,2,2,75,79,87
19248,4,1,2,77,69,69
19249,1,1,2,58,50,50
19250,4,1,2,52,54,60
19251,1,1,2,42,39,28
19252,6,1,2,74,74,71
19253,2,2,1,71,67,82
19254,4,1,2,77,72,83
19255,1,1,1,90,84,83
19256,3,1,1,59,52,57
19257,4,1,2,78,69,81
19258,1,2,1,66,70,68
19259,3,1,2,66,58,54
19260,1,1,2,54,50,52
19261,6,1,1,72,71,80
19262,6,2,1,73,72,68
19263,3,2,2,77,83,68
19264,6,1,3,82,77,68
19265,2,1,2,67,71,58
19266,1,1,2,45,33,51
19267,2,1,1,82,80,64
19268,1,2,1,60,65,47
19269,5,2,2,63,66,73
19270,2,1,3,65,67,52
19271,5,1,1,72,74,71
19272,4,1,1,75,71,57
19273,3,2,2,82,85,69
19274,3,1,1,74,66,71
19275,3,1,3,80,74,86
19276,2,1,2,62,58,51
19277,6,1,1,93,100,79
19278,4,1,2,86,91,76
19279,1,1,2,56,47,47
19280,4,2,1,58,64,44
19281,3,1,1,77,78,68
19282,4,1,2,54,52,65
19283,3,1,2,56,54,59
19284,3,2,2,87,88,75
19285,2,1,1,50,48,52
19286,3,1,2,65,68,56
19287,2,2,1,93,97,85
19288,1,1,1,54,58,45
19289,2,1,2,89,84,80
19290,5,2,1,47,51,47
19291,5,1,3,87,71,81
19292,3,1,1,57,49,53
19293,4,1,2,50,44,52
19294,3,1,1,58,60,44
19295,3,2,3,73,73,58
19296,3,2,2,59,63,54
19297,3,1,2,58,51,64
19298,2,1,2,57,60,46
19299,1,1,2,76,75,64
19300,4,1,2,94,94,86
19301,1,2,2,68,64,77
19302,6,1,3,61,66,75
19303,1,2,2,79,71,50
19304,3,1,2,52,53,68
19305,2,2,1,48,44,51
19306,6,2,2,86,91,79
19307,4,1,1,77,78,87
19308,3,1,3,51,47,40
19309,5,1,2,75,75,80
19310,3,1,2,59,60,62
19311,4,1,1,64,60,68
19312,2,1,1,82,78,73
19313,4,1,2,68,68,52
19314,4,2,2,88,92,87
19315,2,2,2,75,69,69
19316,1,1,2,48,46,45
19317,5,2,1,82,82,67
19318,4,1,1,50,53,47
19319,3,1,2,79,76,70
19320,5,2,3,95,89,91
19321,2,1,2,49,49,33
19322,1,1,2,82,82,78
19323,3,1,3,92,93,92
19324,1,1,3,81,72,76
19325,4,2,2,78,78,82
19326,2,2,3,71,64,69
19327,4,2,3,64,77,65
19328,2,2,2,71,68,67
19329,6,1,3,100,98,100
19330,1,2,1,63,57,60
19331,3,1,1,56,53,62
19332,4,1,2,62,63,75
19333,4,1,2,70,64,66
19334,1,2,2,86,90,72
19335,2,1,2,49,48,40
19336,2,2,2,86,83,79
19337,6,1,2,90,88,80
19338,4,2,2,66,68,52
19339,5,2,2,65,70,70
19340,6,1,3,88,88,95
19341,3,2,2,54,58,63
19342,1,1,2,56,50,54
19343,5,1,2,64,61,41
19344,3,2,3,63,65,57
19345,3,1,2,48,45,52
19346,2,2,1,57,53,50
19347,2,1,2,65,53,61
19348,2,1,2,54,47,41
19349,1,1,1,88,81,83
19350,2,1,2,68,58,66
19351,1,1,2,45,47,37
19352,3,1,1,67,60,68
19353,5,1,2,63,63,77
19354,4,1,2,66,64,61
19355,3,1,2,82,76,83
19356,1,2,3,92,82,86
19357,5,1,2,90,85,88
19358,2,1,3,74,73,79
19359,5,1,2,76,74,85
19360,4,2,3,98,97,97
19361,2,1,2,77,72,64
19362,6,2,3,72,68,59
19363,3,1,1,68,61,69
19364,3,2,2,51,57,58
19365,5,1,1,77,80,90
19366,2,1,2,55,60,49
19367,4,2,2,87,88,81
19368,5,1,2,79,80,78
19369,3,2,3,59,65,62
19370,1,2,1,58,62,48
19371,3,1,3,62,64,74
19372,4,2,2,82,77,71
19373,5,2,1,90,91,77
19374,6,1,2,85,85,76
19375,1,1,2,86,80,95
19376,3,1,2,64,56,67
19377,3,1,1,75,66,63
19378,1,2,3,65,60,74
19379,2,1,2,45,45,49
19380,1,1,1,63,51,52
19381,3,2,1,60,56,53
19382,5,1,2,70,70,79
19383,1,1,1,68,66,62
19384,4,2,2,84,94,87
19385,3,1,2,94,96,83
19386,2,2,1,61,64,42
19387,4,1,3,91,87,91
19388,2,1,1,78,78,92
19389,3,2,3,89,90,92
19390,4,1,2,65,60,63
19391,2,1,3,43,43,46
19392,1,1,2,64,54,47
19393,3,1,2,69,72,64
19394,2,1,3,81,73,82
19395,3,1,2,50,46,36
19396,3,1,2,64,62,48
19397,3,1,2,64,63,64
19398,3,1,1,91,87,78
19399,3,1,2,76,76,74
19400,1,2,2,93,99,90
19401,4,2,2,64,69,49
19402,3,2,2,73,73,61
19403,4,1,1,69,77,61
19404,4,1,2,71,70,62
19405,3,1,2,56,55,57
19406,4,1,2,55,59,62
19407,3,1,3,76,75,83
19408,4,2,2,61,64,55
19409,1,1,1,72,71,75
19410,4,1,2,34,34,49
19411,3,1,2,60,65,53
19412,4,1,2,78,72,79
19413,3,2,2,63,63,52
19414,1,1,2,50,42,52
19415,3,1,2,45,45,52
19416,3,1,1,88,88,80
19417,1,1,3,78,74,88
19418,5,1,2,86,82,91
19419,1,2,1,64,53,56
19420,1,1,2,77,73,80
19421,3,1,2,71,71,56
19422,5,1,1,55,60,51
19423,6,1,3,89,88,100
19424,5,1,1,72,73,80
19425,1,2,3,78,74,85
19426,3,1,3,74,60,75
19427,5,1,2,64,62,65
19428,3,2,1,72,74,81
19429,5,1,2,83,91,84
19430,4,1,2,59,55,49
19431,4,1,3,58,60,55
19432,3,1,3,63,62,77
19433,3,1,2,61,62,73
19434,6,1,2,82,82,79
19435,2,1,2,55,56,60
19436,3,1,1,36,37,31
19437,2,1,3,65,64,75
19438,1,1,3,64,62,66
19439,2,1,2,72,69,69
19440,2,1,1,57,46,73
19441,2,2,1,75,76,87
19442,4,2,3,66,68,69
19443,2,2,3,47,52,55
19444,3,1,2,69,66,65
19445,2,2,1,66,68,77
19446,2,2,2,72,72,47
19447,2,2,2,80,78,75
19448,4,2,2,79,86,66
19449,3,1,1,39,39,45
19450,3,1,2,82,79,71
19451,1,2,2,63,67,55
19452,6,2,3,76,78,86
19453,3,1,2,66,65,53
19454,1,1,2,84,83,70
19455,4,1,3,69,69,53
19456,2,2,1,91,89,90
19457,5,1,2,40,38,49
19458,4,1,2,60,58,67
19459,2,1,1,76,71,55
19460,2,1,2,63,62,74
19461,3,1,1,52,47,39
19462,3,1,1,61,55,65
19463,1,1,2,64,61,66
19464,1,2,2,78,73,63
19465,3,1,1,88,83,86
19466,3,2,2,83,88,71
19467,4,1,2,98,97,81
19468,4,1,3,59,54,64
19469,3,1,2,83,86,69
19470,4,1,2,74,77,58
19471,1,2,3,66,60,44
19472,1,2,3,100,99,85
19473,3,2,3,87,86,76
19474,3,2,2,68,69,63
19475,4,1,1,86,87,85
19476,5,1,3,89,92,78
19477,4,1,2,63,63,61
19478,1,2,2,89,94,82
19479,4,1,2,61,58,63
19480,5,2,2,90,92,76
19481,2,1,3,73,77,67
19482,2,1,2,58,50,57
19483,2,2,1,50,53,56
19484,4,1,2,71,69,61
19485,3,1,1,59,64,70
19486,5,1,1,84,87,80
19487,6,2,3,83,88,70
19488,2,1,2,54,54,64
19489,6,1,2,77,74,77
19490,5,1,2,78,82,89
19491,2,2,2,86,84,86
19492,4,1,2,37,38,38
19493,1,1,2,71,74,66
19494,2,2,2,76,75,57
19495,4,1,1,62,54,65
19496,1,1,2,50,45,41
19497,3,1,2,100,100,84
19498,4,1,2,73,79,78
19499,3,1,1,65,63,56
19500,4,1,2,85,86,92
19501,3,2,2,57,64,80
19502,4,1,2,75,76,78
19503,2,1,2,72,63,54
19504,2,1,2,66,62,72
19505,2,1,1,74,72,79
19506,3,2,1,90,90,80
19507,3,1,2,73,71,62
19508,3,1,2,80,82,70
19509,3,1,2,75,71,63
19510,4,1,1,76,78,71
19511,3,1,2,59,61,52
19512,3,2,3,79,84,71
19513,3,1,2,83,79,70
19514,1,2,1,70,62,65
19515,4,1,2,50,42,44
19516,4,1,1,49,49,36
19517,3,2,2,64,73,61
19518,1,2,3,86,85,95
19519,4,1,3,49,47,58
19520,3,1,2,61,68,70
19521,1,1,2,78,73,90
19522,3,1,1,77,67,71
19523,4,1,3,44,42,51
19524,1,1,2,55,45,55
19525,3,2,1,58,57,60
19526,3,2,3,84,85,67
19527,5,1,2,87,90,90
19528,3,1,3,63,60,42
19529,3,1,2,55,56,63
19530,4,1,2,67,68,56
19531,2,1,1,97,92,85
19532,3,1,2,59,54,56
19533,3,2,1,79,72,73
19534,3,1,2,66,59,56
19535,4,1,2,64,55,52
19536,6,2,2,70,71,54
19537,1,1,2,59,58,64
19538,6,1,2,83,86,79
19539,3,1,1,81,85,85
19540,6,1,2,89,86,75
19541,1,2,1,70,67,54
19542,3,1,2,87,86,99
19543,5,1,2,55,52,42
19544,3,1,2,74,72,78
19545,2,2,1,87,79,68
19546,5,2,2,73,76,72
19547,3,1,2,68,72,73
19548,4,1,2,90,82,88
19549,3,1,3,71,63,75
19550,6,2,3,79,80,75
19551,1,1,2,69,61,69
19552,6,1,2,78,77,79
19553,2,1,1,74,73,59
19554,3,1,1,98,93,89
19555,4,2,2,80,89,72
19556,4,1,2,84,79,87
19557,1,1,2,58,50,66
19558,6,2,2,85,93,83
19559,5,2,2,82,76,91
19560,2,1,2,77,77,62
19561,4,1,3,84,92,80
19562,3,1,3,82,79,97
19563,3,1,1,59,53,43
19564,1,1,2,79,79,73
19565,2,1,2,63,67,62
19566,4,1,2,51,50,52
19567,5,2,2,68,71,81
19568,3,2,2,66,70,74
19569,3,1,2,62,58,64
19570,2,2,2,64,66,60
19571,5,1,2,80,81,77
19572,2,2,1,74,81,92
19573,3,1,2,81,73,83
19574,2,2,2,96,95,85
19575,1,2,2,68,65,53
19576,1,1,2,64,62,49
19577,4,2,1,82,81,79
19578,3,1,3,39,39,50
19579,4,1,2,58,60,71
19580,1,1,3,50,52,54
19581,3,1,2,53,47,52
19582,5,1,3,65,67,78
19583,4,1,1,36,40,32
19584,3,1,2,54,45,44
19585,4,1,2,79,77,75
19586,3,1,1,66,61,50
19587,2,2,2,82,90,81
19588,3,1,1,50,43,49
19589,2,1,3,50,47,53
19590,1,2,2,80,73,73
19591,2,1,2,58,52,51
19592,4,1,2,91,82,73
19593,1,1,2,76,78,78
19594,4,1,2,70,63,76
19595,1,2,3,55,56,69
19596,6,2,2,75,73,67
19597,6,1,1,67,65,66
19598,4,1,1,49,42,33
19599,2,1,2,58,58,63
19600,1,1,1,70,71,74
19601,6,1,2,73,73,55
19602,2,1,3,76,67,57
19603,3,1,1,84,75,72
19604,2,1,2,53,46,50
19605,1,1,2,59,52,60
19606,2,2,2,71,68,86
19607,3,1,1,51,52,52
19608,2,2,1,63,64,48
19609,2,1,2,89,84,88
19610,5,1,1,38,37,40
19611,5,1,1,89,85,94
19612,2,1,1,81,81,71
